Sr. No.,ID,Design Type,No. of Looks,Test Type,Specified α,Power,nt/nc,Sample Size,Expected SS (H0),Expected SS (H1),Maximum Events,Exp. Events (H0),Exp. Events (H1),Comm. Accr. (Dur.),Exp. Accrual Duration (H0),Exp. Accrual Duration (H1),Hazard Ratio (Alt.),Study Duration,Exp. Study Duration (H0),Exp. Study Duration (H1),Var (Log HR),No. of Accrual Periods,
99,Des99,Superiority,1,2-Sided,0.1,0.803554336538435,1,123,123,123,52,52,52,3,3,3,0.5,6,4.79086705124701,5.9923496319243,Null,1,
100,Des100,Superiority,1,2-Sided,0.1,0.803554336538435,1,470,470,470,52,52,52,3,3,3,0.5,6,4.8517427444458,5.99166011810303,Null,1,
101,Des101,Superiority,1,2-Sided,0.1,0.801100091070234,1,210,210,210,195,195,195,3,3,3,0.7,6,5.21445192538522,5.9447193145752,Null,1,
102,Des102,Superiority,1,2-Sided,0.1,0.801100091070234,1,255,255,255,195,195,195,3,3,3,0.7,6,5.25407409667969,5.96553904428401,Null,1,
103,Des103,Superiority,1,2-Sided,0.1,0.801100091070234,1,414,414,414,195,195,195,3,3,3,0.7,6,5.30350751541846,5.9989743252072,Null,1,
104,Des104,Superiority,1,2-Sided,0.1,0.801100091070234,1,1559,1559,1559,195,195,195,3,3,3,0.7,6,5.31790637969971,5.99700951576233,Null,1,
105,Des105,Superiority,1,2-Sided,0.1,0.800052344273596,1,2336,2336,2336,2228,2228,2228,3,3,3,0.9,6,5.78120633963408,5.9958172121805,Null,1,
106,Des106,Superiority,1,2-Sided,0.1,0.800052344273596,1,2753,2753,2753,2228,2228,2228,3,3,3,0.9,6,5.77766031709416,5.9974536895752,Null,1,
107,Des107,Superiority,1,2-Sided,0.1,0.800052344273596,1,4352,4352,4352,2228,2228,2228,3,3,3,0.9,6,5.77650711392153,5.99952077910757,Null,1,
108,Des108,Superiority,1,2-Sided,0.1,0.800052344273596,1,16026,16026,16026,2228,2228,2228,3,3,3,0.9,6,5.77535390853882,5.99998354911804,Null,1,
109,Des109,Superiority,1,2-Sided,0.01,0.900332917808757,1,140,140,140,124,124,124,3,3,3,0.5,6,4.60209540919459,5.98367508078075,Null,1,
110,Des110,Superiority,1,2-Sided,0.01,0.900332917808757,1,176,176,176,124,124,124,3,3,3,0.5,6,4.68675863882527,5.96752172940614,Null,1,
111,Des111,Superiority,1,2-Sided,0.01,0.900332917808757,1,293,293,293,124,124,124,3,3,3,0.5,6,4.79538603268566,5.99876689910889,Null,1,
112,Des112,Superiority,1,2-Sided,0.01,0.900332917808757,1,1119,1119,1119,124,124,124,3,3,3,0.5,6,4.8573431968689,5.99922466351472,Null,1,
113,Des113,Superiority,1,2-Sided,0.01,0.900113767478839,1,503,503,503,468,468,468,3,3,3,0.7,6,5.24856376647949,5.98815542135522,Null,1,
114,Des114,Superiority,1,2-Sided,0.01,0.900113767478839,1,610,610,610,468,468,468,3,3,3,0.7,6,5.28077098772428,5.99838781510016,Null,1,
115,Des115,Superiority,1,2-Sided,0.01,0.900113767478839,1,994,994,994,468,468,468,3,3,3,0.7,6,5.30140113830566,5.99644947052002,Null,1,
116,Des116,Superiority,1,2-Sided,0.01,0.900113767478839,1,3740,3740,3740,468,468,468,3,3,3,0.7,6,5.31964445114136,5.99906301498413,Null,1,
117,Des117,Superiority,1,2-Sided,0.01,0.900029261619167,1,5622,5622,5622,5362,5362,5362,3,3,3,0.9,6,5.78080725973996,5.9953937921891,Null,1,
118,Des118,Superiority,1,2-Sided,0.01,0.900029261619167,1,6624,6624,6624,5362,5362,5362,3,3,3,0.9,6,5.78003660187875,5.99996566776827,Null,1,
119,Des119,Superiority,1,2-Sided,0.01,0.900029261619167,1,10473,10473,10473,5362,5362,5362,3,3,3,0.9,6,5.77692461013794,5.99995851520134,Null,1,
120,Des120,Superiority,1,2-Sided,0.01,0.900029261619167,1,38569,38569,38569,5362,5362,5362,3,3,3,0.9,6,5.77533552614113,5.99996423721313,Null,1,
121,Des121,Superiority,1,2-Sided,0.05,0.90168023506293,1,100,100,100,88,88,88,3,3,3,0.5,6,4.53852939605713,5.87558042715091,Null,1,
122,Des122,Superiority,1,2-Sided,0.05,0.90168023506293,1,125,125,125,88,88,88,3,3,3,0.5,6,4.68216241422397,5.96044639544289,Null,1,
123,Des123,Superiority,1,2-Sided,0.05,0.90168023506293,1,208,208,208,88,88,88,3,3,3,0.5,6,4.79405164718628,5.99686861336295,Null,1,
124,Des124,Superiority,1,2-Sided,0.05,0.90168023506293,1,795,795,795,88,88,88,3,3,3,0.5,6,4.85345506668091,5.99397754669189,Null,1,
125,Des125,Superiority,1,2-Sided,0.05,0.900534386965306,1,356,356,356,331,331,331,3,3,3,0.7,6,5.2365961585383,5.97291196376854,Null,1,
126,Des126,Superiority,1,2-Sided,0.05,0.900534386965306,1,432,432,432,331,331,331,3,3,3,0.7,6,5.26998710632324,5.98511981964111,Null,1,
127,Des127,Superiority,1,2-Sided,0.05,0.900534386965306,1,703,703,703,331,331,331,3,3,3,0.7,6,5.30156345217847,5.99664258956909,Null,1,
128,Des128,Superiority,1,2-Sided,0.05,0.900534386965306,1,2645,2645,2645,331,331,331,3,3,3,0.7,6,5.31990974434393,5.99937844276428,Null,1,
129,Des129,Superiority,1,2-Sided,0.05,0.900062222751739,1,3970,3970,3970,3787,3787,3787,3,3,3,0.9,6,5.78507423400879,5.99991989142836,Null,1,
130,Des130,Superiority,1,2-Sided,0.05,0.900062222751739,1,4679,4679,4679,3787,3787,3787,3,3,3,0.9,6,5.77847141555321,5.99831200125118,Null,1,
131,Des131,Superiority,1,2-Sided,0.05,0.900062222751739,1,7397,7397,7397,3787,3787,3787,3,3,3,0.9,6,5.77669286727905,5.99971961975098,Null,1,
132,Des132,Superiority,1,2-Sided,0.05,0.900062222751739,1,27240,27240,27240,3787,3787,3787,3,3,3,0.9,6,5.77533552614113,5.99995851520134,Null,1,
133,Des133,Superiority,1,2-Sided,0.1,0.902500877414367,1,82,82,82,72,72,72,3,3,3,0.5,6,4.51751373527713,5.83996597292753,Null,1,
134,Des134,Superiority,1,2-Sided,0.1,0.902500877414367,1,102,102,102,72,72,72,3,3,3,0.5,6,4.69805860519409,5.98492245215672,Null,1,
135,Des135,Superiority,1,2-Sided,0.1,0.902500877414367,1,171,171,171,72,72,72,3,3,3,0.5,6,4.77347803115845,5.96764329180814,Null,1,
136,Des136,Superiority,1,2-Sided,0.1,0.902500877414367,1,650,650,650,72,72,72,3,3,3,0.5,6,4.85593342781067,5.99732494354248,Null,1,
137,Des137,Superiority,1,2-Sided,0.1,0.900698818708787,1,291,291,291,270,270,270,3,3,3,0.7,6,5.20108813816842,5.92771353201897,Null,1,
138,Des138,Superiority,1,2-Sided,0.1,0.900698818708787,1,352,352,352,270,270,270,3,3,3,0.7,6,5.27897357940674,5.99618054162602,Null,1,
139,Des139,Superiority,1,2-Sided,0.1,0.900698818708787,1,574,574,574,270,270,270,3,3,3,0.7,6,5.2965037379181,5.99057293836722,Null,1,
140,Des140,Superiority,1,2-Sided,0.1,0.900698818708787,1,2158,2158,2158,270,270,270,3,3,3,0.7,6,5.31906509399414,5.99838066101074,Null,1,
141,Des141,Superiority,1,2-Sided,0.1,0.90001589657728,1,3236,3236,3236,3086,3086,3086,3,3,3,0.9,6,5.77780744761185,5.99221234732967,Null,1,
142,Des142,Superiority,1,2-Sided,0.1,0.90001589657728,1,3813,3813,3813,3086,3086,3086,3,3,3,0.9,6,5.77815506156867,5.99797010806742,Null,1,
143,Des143,Superiority,1,2-Sided,0.1,0.90001589657728,1,6028,6028,6028,3086,3086,3086,3,3,3,0.9,6,5.77645561555755,5.99946355919838,Null,1,
144,Des144,Superiority,1,2-Sided,0.1,0.90001589657728,1,22198,22198,22198,3086,3086,3086,3,3,3,0.9,6,5.77527022361755,5.99989342689514,Null,1,
