Sr. No.,ID,Design Type,No. of Looks,Test Type,Specified α,Power,nt/nc,Sample Size,Expected SS (H0),Expected SS (H1),Maximum Events,Exp. Events (H0),Exp. Events (H1),Comm. Accr. (Dur.),Exp. Accrual Duration (H0),Exp. Accrual Duration (H1),Hazard Ratio (Alt.),Study Duration,Exp. Study Duration (H0),Exp. Study Duration (H1),Var (Log HR),No. of Accrual Periods,
72,Des144,Superiority,1,2-Sided,0.2,0.990084386734645,1,3276,3276,3276,410,410,410,3,3,3,0.7,6,5.32026243209839,5.99979114551843,Null,1,
73,Des145,Superiority,1,2-Sided,0.2,0.990006301205,1,4918,4918,4918,4691,4691,4691,3,3,3,0.9,6,5.78334169368306,5.99808884745288,Null,1,
74,Des146,Superiority,1,2-Sided,0.2,0.990006301205,1,5796,5796,5796,4691,4691,4691,3,3,3,0.9,6,5.77834818043357,5.9981746673584,Null,1,
75,Des147,Superiority,1,2-Sided,0.2,0.990006301205,1,9163,9163,9163,4691,4691,4691,3,3,3,0.9,6,5.77652549743652,5.99953937530518,Null,1,
76,Des148,Superiority,1,2-Sided,0.2,0.990006301205,1,33743,33743,33743,4691,4691,4691,3,3,3,0.9,6,5.77526378631592,5.99988698959351,Null,1,
77,Des149,Superiority,1,2-Sided,0.2,0.99000003009192,1,536776,536776,536776,515470,515470,515470,3,3,3,0.99,6,5.97992712037918,5.99993705772431,Null,1,
78,Des150,Superiority,1,2-Sided,0.2,0.99000003009192,1,625500,625500,625500,515470,515470,515470,3,3,3,0.99,6,5.97887140593135,5.99999713897432,Null,1,
79,Des151,Superiority,1,2-Sided,0.2,0.99000003009192,1,975501,975501,975501,515470,515470,515470,3,3,3,0.99,6,5.97807741165161,5.99998426438333,Null,1,
80,Des152,Superiority,1,2-Sided,0.2,0.99000003009192,1,3552063,3552063,3552063,515470,515470,515470,3,3,3,0.99,6,5.97762109982796,5.99999713897432,Null,1,
81,Des153,Superiority,1,2-Sided,0.49,0.99085005778132,1,12,11.6546745300293,12,7,7,7,3,2.91366863250732,3,0.1,6,2.91366863250732,5.14189277467949,Null,1,
82,Des154,Superiority,1,2-Sided,0.49,0.99085005778132,1,15,15,15,7,7,7,3,3,3,0.1,6,3.21505451202393,5.48933936181584,Null,1,
83,Des155,Superiority,1,2-Sided,0.49,0.99085005778132,1,24,24,24,7,7,7,3,3,3,0.1,6,3.58890811070296,5.78920698165894,Null,1,
84,Des156,Superiority,1,2-Sided,0.49,0.99085005778132,1,87,87,87,7,7,7,3,3,3,0.1,6,3.90157985687256,5.98369073867798,Null,1,
85,Des157,Superiority,1,2-Sided,0.49,0.990227579371715,1,86,86,86,76,76,76,3,3,3,0.5,6,4.57956926386487,5.94530020654383,Null,1,
86,Des158,Superiority,1,2-Sided,0.49,0.990227579371715,1,108,108,108,76,76,76,3,3,3,0.5,6,4.67966920883782,5.95660976732688,Null,1,
87,Des159,Superiority,1,2-Sided,0.49,0.990227579371715,1,180,180,180,76,76,76,3,3,3,0.5,6,4.78535672630187,5.98451471328735,Null,1,
88,Des160,Superiority,1,2-Sided,0.49,0.990227579371715,1,686,686,686,76,76,76,3,3,3,0.5,6,4.85650634765625,5.99809741973877,Null,1,
89,Des161,Superiority,1,2-Sided,0.49,0.990086592233532,1,308,308,308,286,286,286,3,3,3,0.7,6,5.21445192538522,5.9447193145752,Null,1,
90,Des162,Superiority,1,2-Sided,0.49,0.990086592233532,1,373,373,373,286,286,286,3,3,3,0.7,6,5.27587864314683,5.99236966632634,Null,1,
91,Des163,Superiority,1,2-Sided,0.49,0.990086592233532,1,608,608,608,286,286,286,3,3,3,0.7,6,5.29662743256085,5.9907217202508,Null,1,
92,Des164,Superiority,1,2-Sided,0.49,0.990086592233532,1,2286,2286,2286,286,286,286,3,3,3,0.7,6,5.31885402788248,5.99813032328029,Null,1,
93,Des165,Superiority,1,2-Sided,0.49,0.99000651493211,1,3430,3430,3430,3271,3271,3271,3,3,3,0.9,6,5.77774492905297,5.99214935302734,Null,1,
94,Des166,Superiority,1,2-Sided,0.49,0.99000651493211,1,4041,4041,4041,3271,3271,3271,3,3,3,0.9,6,5.77967611401851,5.99958515206254,Null,1,
95,Des167,Superiority,1,2-Sided,0.49,0.99000651493211,1,6389,6389,6389,3271,3271,3271,3,3,3,0.9,6,5.7768087387085,5.99983692198111,Null,1,
96,Des168,Superiority,1,2-Sided,0.49,0.99000651493211,1,23529,23529,23529,3271,3271,3271,3,3,3,0.9,6,5.77521872520447,5.99983549118042,Null,1,
97,Des169,Superiority,1,2-Sided,0.49,0.990000040325653,1,374278,374278,374278,359422,359422,359422,3,3,3,0.99,6,5.97992712037918,5.99993705772431,Null,1,
98,Des170,Superiority,1,2-Sided,0.49,0.990000040325653,1,436143,436143,436143,359422,359422,359422,3,3,3,0.99,6,5.97886276245117,5.99998569488798,Null,1,
99,Des171,Superiority,1,2-Sided,0.49,0.990000040325653,1,680188,680188,680188,359422,359422,359422,3,3,3,0.99,6,5.97807741165161,5.99998426438333,Null,1,
100,Des172,Superiority,1,2-Sided,0.49,0.990000040325653,1,2476749,2476749,2476749,359422,359422,359422,3,3,3,0.99,6,5.97762109982796,5.99999713897432,Null,1,
