Sr. No.,ID,Design Type,No. of Looks,Test Type,Specified α,Power,Sample Size,π0,π1,Variance
224,Des68,Superiority,1,1-Sided,0.05,0.990032964048052,166,0.5,0.65,Under Null Hypothesis
225,Des69,Superiority,1,1-Sided,0.05,0.990443696308856,54,0.5,0.75,Under Null Hypothesis
226,Des70,Superiority,1,1-Sided,0.05,0.996985781350069,5,0.5,0.99,Under Null Hypothesis
227,Des71,Superiority,1,1-Sided,0.1,0.990026292112142,1294,0.5,0.55,Under Null Hypothesis
228,Des72,Superiority,1,1-Sided,0.1,0.990294094320021,137,0.5,0.65,Under Null Hypothesis
229,Des73,Superiority,1,1-Sided,0.1,0.990610776078766,44,0.5,0.75,Under Null Hypothesis
230,Des74,Superiority,1,1-Sided,0.1,0.999674388723067,4,0.5,0.99,Under Null Hypothesis
231,Des75,Superiority,1,1-Sided,0.245,0.99000000287169,903,0.5,0.55,Under Null Hypothesis
232,Des76,Superiority,1,1-Sided,0.245,0.990398966899848,95,0.5,0.65,Under Null Hypothesis
233,Des77,Superiority,1,1-Sided,0.245,0.990989288945365,30,0.5,0.75,Under Null Hypothesis
234,Des78,Superiority,1,1-Sided,0.245,0.999763523009093,2,0.5,0.99,Under Null Hypothesis
235,Des79,Superiority,1,1-Sided,0.005,0.511283821806835,433,0.8,0.85,Under Null Hypothesis
236,Des80,Superiority,1,1-Sided,0.005,0.516284414663167,48,0.8,0.95,Under Null Hypothesis
237,Des81,Superiority,1,1-Sided,0.025,0.51088055671593,252,0.8,0.85,Under Null Hypothesis
238,Des82,Superiority,1,1-Sided,0.025,0.517822503913364,28,0.8,0.95,Under Null Hypothesis
239,Des83,Superiority,1,1-Sided,0.05,0.510212615352671,178,0.8,0.85,Under Null Hypothesis
240,Des84,Superiority,1,1-Sided,0.05,0.523560839422006,20,0.8,0.95,Under Null Hypothesis
241,Des85,Superiority,1,1-Sided,0.1,0.510495128114233,109,0.8,0.85,Under Null Hypothesis
242,Des86,Superiority,1,1-Sided,0.1,0.512801256060442,12,0.8,0.95,Under Null Hypothesis
243,Des87,Superiority,1,1-Sided,0.245,0.512404749489554,33,0.8,0.85,Under Null Hypothesis
244,Des88,Superiority,1,1-Sided,0.245,0.543617961239653,4,0.8,0.95,Under Null Hypothesis
245,Des89,Superiority,1,1-Sided,0.005,0.800393424494989,709,0.8,0.85,Under Null Hypothesis
246,Des90,Superiority,1,1-Sided,0.005,0.806167743851192,66,0.8,0.95,Under Null Hypothesis
247,Des91,Superiority,1,1-Sided,0.025,0.800487506624291,471,0.8,0.85,Under Null Hypothesis
248,Des92,Superiority,1,1-Sided,0.025,0.805980482281863,42,0.8,0.95,Under Null Hypothesis
249,Des93,Superiority,1,1-Sided,0.05,0.800553050170945,368,0.8,0.85,Under Null Hypothesis
250,Des94,Superiority,1,1-Sided,0.05,0.809069284679107,32,0.8,0.95,Under Null Hypothesis
251,Des95,Superiority,1,1-Sided,0.1,0.800627832891134,265,0.8,0.85,Under Null Hypothesis
252,Des96,Superiority,1,1-Sided,0.1,0.809512374866526,22,0.8,0.95,Under Null Hypothesis
253,Des97,Superiority,1,1-Sided,0.245,0.801680985496577,134,0.8,0.85,Under Null Hypothesis
254,Des98,Superiority,1,1-Sided,0.245,0.81845346969,10,0.8,0.95,Under Null Hypothesis
255,Des99,Superiority,1,1-Sided,0.005,0.900172132716396,886,0.8,0.85,Under Null Hypothesis
256,Des100,Superiority,1,1-Sided,0.005,0.905216061380303,77,0.8,0.95,Under Null Hypothesis
257,Des101,Superiority,1,1-Sided,0.025,0.900188211561562,617,0.8,0.85,Under Null Hypothesis
258,Des102,Superiority,1,1-Sided,0.025,0.906230687564562,51,0.8,0.95,Under Null Hypothesis
259,Des103,Superiority,1,1-Sided,0.05,0.900122224139983,498,0.8,0.85,Under Null Hypothesis
260,Des104,Superiority,1,1-Sided,0.05,0.908900543433774,40,0.8,0.95,Under Null Hypothesis
261,Des105,Superiority,1,1-Sided,0.1,0.900293757985814,377,0.8,0.85,Under Null Hypothesis
262,Des106,Superiority,1,1-Sided,0.1,0.901439447336967,28,0.8,0.95,Under Null Hypothesis
263,Des107,Superiority,1,1-Sided,0.245,0.900548365551723,216,0.8,0.85,Under Null Hypothesis
264,Des108,Superiority,1,1-Sided,0.245,0.904604647904066,14,0.8,0.95,Under Null Hypothesis
265,Des109,Superiority,1,1-Sided,0.005,0.990033314562316,1386,0.8,0.85,Under Null Hypothesis
266,Des110,Superiority,1,1-Sided,0.005,0.990824345020541,106,0.8,0.95,Under Null Hypothesis
267,Des111,Superiority,1,1-Sided,0.025,0.99000877364933,1043,0.8,0.85,Under Null Hypothesis
268,Des112,Superiority,1,1-Sided,0.025,0.990941617701333,75,0.8,0.95,Under Null Hypothesis
269,Des113,Superiority,1,1-Sided,0.05,0.990038261683249,887,0.8,0.85,Under Null Hypothesis
270,Des114,Superiority,1,1-Sided,0.05,0.990776961201912,61,0.8,0.95,Under Null Hypothesis
271,Des115,Superiority,1,1-Sided,0.1,0.99001565759896,722,0.8,0.85,Under Null Hypothesis
272,Des116,Superiority,1,1-Sided,0.1,0.991017054391195,47,0.8,0.95,Under Null Hypothesis
273,Des117,Superiority,1,1-Sided,0.245,0.990000097728628,490,0.8,0.85,Under Null Hypothesis
274,Des118,Superiority,1,1-Sided,0.245,0.991223628399008,28,0.8,0.95,Under Null Hypothesis
