Sr. No.,ID,Design Type,No. of Looks,Test Type,Specified α,Attained α,Power,nt/nc,Spacing of Looks,Efficacy Boundary,Futility Boundary,Sample Size,Expected SS (H0),Expected SS (H1),πc,Prop. Treatment (Alt.),Variance
142,Des142,Superiority,4,1-Sided,0.005,0.00444837912290181,0.900322389918022,1,Equal,LD (OF),LD (OF) (NB),655,345.612026372068,509.356800840158,0.3,0.45,Pooled Estimate
143,Des143,Superiority,4,1-Sided,0.005,0.00444853989723278,0.90022187446317,1,Equal,LD (OF),LD (OF) (NB),683,360.414356332109,531.095874475476,0.5,0.65,Pooled Estimate
144,Des144,Superiority,4,1-Sided,0.005,0.00443517469418536,0.90059726251973,1,Equal,LD (OF),LD (OF) (NB),303,158.948756522881,236.336221547829,0.8,0.95,Pooled Estimate
145,Des145,Superiority,4,1-Sided,0.025,0.0226653404685688,0.900289817223151,1,Equal,LD (OF),LD (OF) (NB),288,169.689716847382,211.250563213117,0.1,0.25,Pooled Estimate
146,Des146,Superiority,4,1-Sided,0.025,0.022692048158377,0.900039773087935,1,Equal,LD (OF),LD (OF) (NB),470,277.556602766228,344.14006918538,0.3,0.45,Pooled Estimate
147,Des147,Superiority,4,1-Sided,0.025,0.0227122498181006,0.900645374285034,1,Equal,LD (OF),LD (OF) (NB),491,290.287968065534,359.202938853729,0.5,0.65,Pooled Estimate
148,Des148,Superiority,4,1-Sided,0.025,0.0226221738381094,0.900002679156509,1,Equal,LD (OF),LD (OF) (NB),217,127.636356538597,159.366177630778,0.8,0.95,Pooled Estimate
149,Des149,Superiority,4,1-Sided,0.05,0.0458579654167858,0.900777811963909,1,Equal,LD (OF),LD (OF) (NB),238,148.554875231544,167.974384365278,0.1,0.25,Pooled Estimate
150,Des150,Superiority,4,1-Sided,0.05,0.0459366547679931,0.900319244725555,1,Equal,LD (OF),LD (OF) (NB),388,242.875792602831,273.388474684756,0.3,0.45,Pooled Estimate
151,Des151,Superiority,4,1-Sided,0.05,0.0459381728149064,0.900472187032243,1,Equal,LD (OF),LD (OF) (NB),405,253.692401747347,285.260852372287,0.5,0.65,Pooled Estimate
152,Des152,Superiority,4,1-Sided,0.05,0.0458212215452965,0.900361404414737,1,Equal,LD (OF),LD (OF) (NB),179,111.405414274928,126.471855472162,0.8,0.95,Pooled Estimate
153,Des153,Superiority,4,1-Sided,0.1,0.0930222530893545,0.900820855340819,1,Equal,LD (OF),LD (OF) (NB),186,123.08843269638,124.438922580261,0.1,0.25,Pooled Estimate
154,Des154,Superiority,4,1-Sided,0.1,0.0931713475973268,0.900136874705087,1,Equal,LD (OF),LD (OF) (NB),303,200.927963071527,202.393695524962,0.3,0.45,Pooled Estimate
155,Des155,Superiority,4,1-Sided,0.1,0.0931656354779795,0.90006220819183,1,Equal,LD (OF),LD (OF) (NB),316,209.652544506032,211.14618718704,0.5,0.65,Pooled Estimate
156,Des156,Superiority,4,1-Sided,0.1,0.0929529986640998,0.900769807697751,1,Equal,LD (OF),LD (OF) (NB),140,92.4805546871645,93.8699810324383,0.8,0.95,Pooled Estimate
157,Des157,Superiority,4,1-Sided,0.245,0.233357701665839,0.900497200912484,1,Equal,LD (OF),LD (OF) (NB),115,79.6523828373716,68.2689035281373,0.1,0.25,Pooled Estimate
158,Des158,Superiority,4,1-Sided,0.245,0.233558491218728,0.900319119655788,1,Equal,LD (OF),LD (OF) (NB),188,130.635346838366,111.437175195217,0.3,0.45,Pooled Estimate
159,Des159,Superiority,4,1-Sided,0.245,0.233565622174434,0.900196528774562,1,Equal,LD (OF),LD (OF) (NB),196,136.202092118409,116.175779719807,0.5,0.65,Pooled Estimate
160,Des160,Superiority,4,1-Sided,0.245,0.233236539829272,0.901541651389134,1,Equal,LD (OF),LD (OF) (NB),87,60.1711712383008,51.6854975359519,0.8,0.95,Pooled Estimate
161,Des161,Superiority,4,1-Sided,0.005,0.00483039912571236,0.990031377709706,1,Equal,LD (OF),LD (OF) (NB),619,390.077076912064,423.09774315426,0.1,0.25,Pooled Estimate
162,Des162,Superiority,4,1-Sided,0.005,0.0048341856575839,0.990021660949337,1,Equal,LD (OF),LD (OF) (NB),1012,639.690078948685,690.388340329082,0.3,0.45,Pooled Estimate
163,Des163,Superiority,4,1-Sided,0.005,0.00483463078064535,0.990043086747894,1,Equal,LD (OF),LD (OF) (NB),1056,667.68926009859,720.199969083122,0.5,0.65,Pooled Estimate
164,Des164,Superiority,4,1-Sided,0.005,0.00482479170718733,0.990000447619729,1,Equal,LD (OF),LD (OF) (NB),466,293.154072915378,319.562069669581,0.8,0.95,Pooled Estimate
165,Des165,Superiority,4,1-Sided,0.025,0.0243018415466779,0.990035627805571,1,Equal,LD (OF),LD (OF) (NB),477,330.700282130905,301.533528376257,0.1,0.25,Pooled Estimate
166,Des166,Superiority,4,1-Sided,0.025,0.0243224529052656,0.990068877220151,1,Equal,LD (OF),LD (OF) (NB),781,542.955448048634,492.384386894552,0.3,0.45,Pooled Estimate
167,Des167,Superiority,4,1-Sided,0.025,0.0243205434410227,0.990011182168661,1,Equal,LD (OF),LD (OF) (NB),814,566.011598962026,513.305243449684,0.5,0.65,Pooled Estimate
168,Des168,Superiority,4,1-Sided,0.025,0.0242920230248794,0.990059552778015,1,Equal,LD (OF),LD (OF) (NB),359,248.274393677696,227.243309090701,0.8,0.95,Pooled Estimate
169,Des169,Superiority,4,1-Sided,0.05,0.0487801137065749,0.990022413121932,1,Equal,LD (OF),LD (OF) (NB),412,299.137196640069,248.13816399837,0.1,0.25,Pooled Estimate
170,Des170,Superiority,4,1-Sided,0.05,0.0488187044884649,0.990059934490389,1,Equal,LD (OF),LD (OF) (NB),675,491.15174152319,405.316649791206,0.3,0.45,Pooled Estimate
171,Des171,Superiority,4,1-Sided,0.05,0.0488171931333745,0.990042162069185,1,Equal,LD (OF),LD (OF) (NB),704,512.47534042467,422.78779700798,0.5,0.65,Pooled Estimate
172,Des172,Superiority,4,1-Sided,0.05,0.0487394674140586,0.990029929443516,1,Equal,LD (OF),LD (OF) (NB),310,224.686442418199,187.072683744081,0.8,0.95,Pooled Estimate
173,Des173,Superiority,4,1-Sided,0.1,0.0979744383103154,0.990052306333075,1,Equal,LD (OF),LD (OF) (NB),344,260.788175213014,193.238502070662,0.1,0.25,Pooled Estimate
174,Des174,Superiority,4,1-Sided,0.1,0.0980366483781482,0.990086878824096,1,Equal,LD (OF),LD (OF) (NB),564,428.550304627428,315.843396938015,0.3,0.45,Pooled Estimate
175,Des175,Superiority,4,1-Sided,0.1,0.0980370399027091,0.990050837932209,1,Equal,LD (OF),LD (OF) (NB),588,446.790234331996,329.303052885741,0.5,0.65,Pooled Estimate
176,Des176,Superiority,4,1-Sided,0.1,0.0979436082564935,0.990138954890664,1,Equal,LD (OF),LD (OF) (NB),259,195.910197415962,145.716096872034,0.8,0.95,Pooled Estimate
177,Des177,Superiority,4,1-Sided,0.245,0.241672053384809,0.990078836500092,1,Equal,LD (OF),LD (OF) (NB),248,191.713652830934,118.522030651081,0.1,0.25,Pooled Estimate
178,Des178,Superiority,4,1-Sided,0.245,0.241792025308075,0.990096845075848,1,Equal,LD (OF),LD (OF) (NB),407,315.124069802202,193.890375735081,0.3,0.45,Pooled Estimate
179,Des179,Superiority,4,1-Sided,0.245,0.241777562657552,0.990028961855062,1,Equal,LD (OF),LD (OF) (NB),424,328.35746019892,202.059061305371,0.5,0.65,Pooled Estimate
180,Des180,Superiority,4,1-Sided,0.245,0.24152038950929,0.99000758411499,1,Equal,LD (OF),LD (OF) (NB),186,143.499241387774,88.9911676968942,0.8,0.95,Pooled Estimate
258,Des181,Superiority,4,1-Sided,0.005,0.00315594281826158,0.514139347900196,1,Equal,LD (OF),LD (OF) (NB),97,33.042776028453,66.9602540484992,0.1,0.35,Pooled Estimate
259,Des182,Superiority,4,1-Sided,0.005,0.00317026855235174,0.512897031248362,1,Equal,LD (OF),LD (OF) (NB),136,46.3858296303824,93.6316310813598,0.3,0.55,Pooled Estimate
260,Des183,Superiority,4,1-Sided,0.005,0.00315156852845186,0.509479457243928,1,Equal,LD (OF),LD (OF) (NB),130,44.284669782774,89.1954018862253,0.5,0.75,Pooled Estimate
261,Des184,Superiority,4,1-Sided,0.025,0.0169306844786074,0.517738599994144,1,Equal,LD (OF),LD (OF) (NB),61,23.9550898321687,40.6657961108878,0.1,0.35,Pooled Estimate
262,Des185,Superiority,4,1-Sided,0.025,0.0169358946911672,0.512709295002027,1,Equal,LD (OF),LD (OF) (NB),85,33.3258455468203,56.3091943611587,0.3,0.55,Pooled Estimate
263,Des186,Superiority,4,1-Sided,0.025,0.0169665477284061,0.516145405614954,1,Equal,LD (OF),LD (OF) (NB),82,32.2130744936892,54.4917960839762,0.5,0.75,Pooled Estimate
264,Des187,Superiority,4,1-Sided,0.05,0.0349699428858822,0.511051610886364,1,Equal,LD (OF),LD (OF) (NB),45,18.9862751347457,29.1165903880974,0.1,0.35,Pooled Estimate
265,Des188,Superiority,4,1-Sided,0.05,0.0351692827666997,0.510325151425186,1,Equal,LD (OF),LD (OF) (NB),63,26.6388043603783,40.6076691070508,0.3,0.55,Pooled Estimate
266,Des189,Superiority,4,1-Sided,0.05,0.0352746828445636,0.51518070731196,1,Equal,LD (OF),LD (OF) (NB),61,25.9194072642326,39.5249321046093,0.5,0.75,Pooled Estimate
267,Des190,Superiority,4,1-Sided,0.1,0.073249349513549,0.511475991508385,1,Equal,LD (OF),LD (OF) (NB),30,13.7804599283214,18.7671597831925,0.1,0.35,Pooled Estimate
268,Des191,Superiority,4,1-Sided,0.1,0.0736707857953211,0.511238151246397,1,Equal,LD (OF),LD (OF) (NB),42,19.3607341880779,26.2023823811933,0.3,0.55,Pooled Estimate
269,Des192,Superiority,4,1-Sided,0.1,0.0743129740200432,0.519947815094809,1,Equal,LD (OF),LD (OF) (NB),41,19.1196168407005,25.7967295733315,0.5,0.75,Pooled Estimate
270,Des193,Superiority,4,1-Sided,0.005,0.00408957167116178,0.800821877838544,1,Equal,LD (OF),LD (OF) (NB),141,64.6981817353468,111.981615501895,0.1,0.35,Pooled Estimate
271,Des194,Superiority,4,1-Sided,0.005,0.00411239107690403,0.801196438909454,1,Equal,LD (OF),LD (OF) (NB),199,91.5747373140558,157.668634165663,0.3,0.55,Pooled Estimate
272,Des195,Superiority,4,1-Sided,0.005,0.00411348215188538,0.802104051221519,1,Equal,LD (OF),LD (OF) (NB),191,87.9296953673813,151.381528894119,0.5,0.75,Pooled Estimate
273,Des196,Superiority,4,1-Sided,0.025,0.0211355554965627,0.800898203233039,1,Equal,LD (OF),LD (OF) (NB),97,50.7200223780309,73.1650760183188,0.1,0.35,Pooled Estimate
274,Des197,Superiority,4,1-Sided,0.025,0.021221858053829,0.800914159432637,1,Equal,LD (OF),LD (OF) (NB),137,71.9764038628992,103.065947274632,0.3,0.55,Pooled Estimate
275,Des198,Superiority,4,1-Sided,0.025,0.0212239427026329,0.800210134318625,1,Equal,LD (OF),LD (OF) (NB),131,68.518678395279,98.5584543291479,0.5,0.75,Pooled Estimate
276,Des199,Superiority,4,1-Sided,0.05,0.0430802672808933,0.802373571868743,1,Equal,LD (OF),LD (OF) (NB),78,43.3527333618547,56.9812691954583,0.1,0.35,Pooled Estimate
277,Des200,Superiority,4,1-Sided,0.05,0.0432374094924778,0.801579893502734,1,Equal,LD (OF),LD (OF) (NB),110,61.4983909111834,80.1191125147967,0.3,0.55,Pooled Estimate
278,Des201,Superiority,4,1-Sided,0.05,0.0432023429220089,0.800030337459537,1,Equal,LD (OF),LD (OF) (NB),105,58.8755868510288,76.4659032856116,0.5,0.75,Pooled Estimate
279,Des202,Superiority,4,1-Sided,0.1,0.0880317680509913,0.799916769165395,1,Equal,LD (OF),LD (OF) (NB),58,34.4743467128363,40.4654191826792,0.1,0.35,Pooled Estimate
280,Des203,Superiority,4,1-Sided,0.1,0.0883774107568409,0.800015671333668,1,Equal,LD (OF),LD (OF) (NB),82,49.0575065906719,57.0389649507938,0.3,0.55,Pooled Estimate
281,Des204,Superiority,4,1-Sided,0.1,0.0885833475419561,0.802653625035906,1,Equal,LD (OF),LD (OF) (NB),79,47.4126945893794,54.9148299942794,0.5,0.75,Pooled Estimate
282,Des205,Superiority,4,1-Sided,0.005,0.00441569198692883,0.901514270728197,1,Equal,LD (OF),LD (OF) (NB),172,89.5459927540163,134.849316523694,0.1,0.35,Pooled Estimate
283,Des206,Superiority,4,1-Sided,0.005,0.00443047817295667,0.901167593041969,1,Equal,LD (OF),LD (OF) (NB),243,127.206395022632,189.766079804653,0.3,0.55,Pooled Estimate
284,Des207,Superiority,4,1-Sided,0.005,0.00442595221629976,0.90129443801615,1,Equal,LD (OF),LD (OF) (NB),233,122.192036877397,182.012927191747,0.5,0.75,Pooled Estimate
285,Des208,Superiority,4,1-Sided,0.025,0.0225580415032638,0.901137411853526,1,Equal,LD (OF),LD (OF) (NB),123,71.7420054344078,90.6620201261522,0.1,0.35,Pooled Estimate
286,Des209,Superiority,4,1-Sided,0.025,0.0225880774784099,0.900518696709955,1,Equal,LD (OF),LD (OF) (NB),174,101.911559384682,128.052023499191,0.3,0.55,Pooled Estimate
287,Des210,Superiority,4,1-Sided,0.025,0.0226190180467135,0.901389847602341,1,Equal,LD (OF),LD (OF) (NB),167,97.9234446341262,122.738744857523,0.5,0.75,Pooled Estimate
288,Des211,Superiority,4,1-Sided,0.05,0.0455816362635357,0.899886630424817,1,Equal,LD (OF),LD (OF) (NB),101,62.4940578492036,71.766650973396,0.1,0.35,Pooled Estimate
289,Des212,Superiority,4,1-Sided,0.05,0.045790714504565,0.901949333479119,1,Equal,LD (OF),LD (OF) (NB),144,89.6192561275529,101.903057321828,0.3,0.55,Pooled Estimate
290,Des213,Superiority,4,1-Sided,0.05,0.0457379045281329,0.901832703974099,1,Equal,LD (OF),LD (OF) (NB),138,85.7413581141307,97.6981544841315,0.5,0.75,Pooled Estimate
291,Des214,Superiority,4,1-Sided,0.1,0.0926625452684189,0.901083079817921,1,Equal,LD (OF),LD (OF) (NB),79,51.7630088174189,53.1704292574912,0.1,0.35,Pooled Estimate
292,Des215,Superiority,4,1-Sided,0.1,0.0928467957708529,0.900866668734784,1,Equal,LD (OF),LD (OF) (NB),112,73.8227039743978,75.2245238248111,0.3,0.55,Pooled Estimate
293,Des216,Superiority,4,1-Sided,0.1,0.0928235500432767,0.900235708038999,1,Equal,LD (OF),LD (OF) (NB),107,70.3725639288072,71.846546101745,0.5,0.75,Pooled Estimate
294,Des217,Superiority,4,1-Sided,0.005,0.00481652459383629,0.990161768887173,1,Equal,LD (OF),LD (OF) (NB),263,164.214516022321,181.10872611337,0.1,0.35,Pooled Estimate
295,Des218,Superiority,4,1-Sided,0.005,0.00482214980986736,0.990089650511623,1,Equal,LD (OF),LD (OF) (NB),373,234.137509370356,256.009353309389,0.3,0.55,Pooled Estimate
296,Des219,Superiority,4,1-Sided,0.005,0.0048208617551928,0.990039297573476,1,Equal,LD (OF),LD (OF) (NB),357,223.926723872525,245.208465440257,0.5,0.75,Pooled Estimate
297,Des220,Superiority,4,1-Sided,0.025,0.0242282721745359,0.990114288704114,1,Equal,LD (OF),LD (OF) (NB),202,138.973020489669,128.79466540096,0.1,0.35,Pooled Estimate
298,Des221,Superiority,4,1-Sided,0.025,0.0242779836482625,0.990107069938315,1,Equal,LD (OF),LD (OF) (NB),287,198.061834952767,181.975295424395,0.3,0.55,Pooled Estimate
299,Des222,Superiority,4,1-Sided,0.025,0.024275716990534,0.990142432592901,1,Equal,LD (OF),LD (OF) (NB),275,189.713742544781,174.405417862061,0.5,0.75,Pooled Estimate
300,Des223,Superiority,4,1-Sided,0.05,0.0486359012702486,0.990033971126913,1,Equal,LD (OF),LD (OF) (NB),174,125.347391057861,105.712247277648,0.1,0.35,Pooled Estimate
301,Des224,Superiority,4,1-Sided,0.05,0.0487289409885472,0.990151413102362,1,Equal,LD (OF),LD (OF) (NB),248,179.43588035477,149.899175896083,0.3,0.55,Pooled Estimate
302,Des225,Superiority,4,1-Sided,0.05,0.0487067450626012,0.990028086074703,1,Equal,LD (OF),LD (OF) (NB),237,171.211637249132,143.519159678744,0.5,0.75,Pooled Estimate
303,Des226,Superiority,4,1-Sided,0.1,0.0977413714995717,0.990089270081148,1,Equal,LD (OF),LD (OF) (NB),145,109.001431039218,82.4285810100541,0.1,0.35,Pooled Estimate
304,Des227,Superiority,4,1-Sided,0.1,0.0979022204216602,0.990217265401149,1,Equal,LD (OF),LD (OF) (NB),207,156.303185491298,116.674570604451,0.3,0.55,Pooled Estimate
305,Des228,Superiority,4,1-Sided,0.1,0.0978384224119655,0.990141656395065,1,Equal,LD (OF),LD (OF) (NB),198,149.55972660024,111.630364462483,0.5,0.75,Pooled Estimate
306,Des229,Superiority,4,1-Sided,0.245,0.196581993026267,0.510865973767914,1,Equal,LD (OF),LD (OF) (NB),16,8.16326020190492,9.25527035852708,0.3,0.55,Pooled Estimate
307,Des230,Superiority,4,1-Sided,0.245,0.197797007009263,0.521314565318145,1,Equal,LD (OF),LD (OF) (NB),16,8.23284476260824,9.32741004418651,0.5,0.75,Pooled Estimate
308,Des231,Superiority,4,1-Sided,0.245,0.224937640144722,0.807493115000574,1,Equal,LD (OF),LD (OF) (NB),33,21.2023803654979,20.8726155280184,0.1,0.35,Pooled Estimate
309,Des232,Superiority,4,1-Sided,0.245,0.225131284809847,0.803057196860963,1,Equal,LD (OF),LD (OF) (NB),46,29.40922981691,28.8101689837364,0.3,0.55,Pooled Estimate
310,Des233,Superiority,4,1-Sided,0.245,0.225293212589344,0.803255926971747,1,Equal,LD (OF),LD (OF) (NB),44,28.1959283558496,27.6485267520642,0.5,0.75,Pooled Estimate
311,Des234,Superiority,4,1-Sided,0.245,0.232390888605984,0.901636501735082,1,Equal,LD (OF),LD (OF) (NB),49,33.7388543535574,29.4270867125445,0.1,0.35,Pooled Estimate
312,Des235,Superiority,4,1-Sided,0.245,0.232750739268924,0.899858892326562,1,Equal,LD (OF),LD (OF) (NB),69,47.6325211457797,41.2869397484281,0.3,0.55,Pooled Estimate
313,Des236,Superiority,4,1-Sided,0.245,0.233086307935009,0.90284202215136,1,Equal,LD (OF),LD (OF) (NB),67,46.2568159403527,39.8409154398014,0.5,0.75,Pooled Estimate
314,Des237,Superiority,4,1-Sided,0.245,0.241285063573408,0.99009894574622,1,Equal,LD (OF),LD (OF) (NB),104,79.8857152684117,50.2313830262914,0.1,0.35,Pooled Estimate
315,Des238,Superiority,4,1-Sided,0.245,0.24147792119076,0.990224447817028,1,Equal,LD (OF),LD (OF) (NB),149,114.79115913183,71.7370430162096,0.3,0.55,Pooled Estimate
316,Des239,Superiority,4,1-Sided,0.245,0.24139128055132,0.990025060755383,1,Equal,LD (OF),LD (OF) (NB),142,109.342131186071,68.1053097344022,0.5,0.75,Pooled Estimate
317,Des240,Superiority,4,1-Sided,0.005,0.0030356790664017,0.511627828108769,1,Equal,LD (OF),LD (OF) (NB),32,10.6026257859034,22.3875925242861,0.1,0.59,Pooled Estimate
318,Des241,Superiority,4,1-Sided,0.005,0.00312323553935015,0.53249274819508,1,Equal,LD (OF),LD (OF) (NB),36,12.1682874790065,25.5924946983111,0.3,0.79,Pooled Estimate
319,Des242,Superiority,4,1-Sided,0.005,0.00304846664398363,0.523045737009871,1,Equal,LD (OF),LD (OF) (NB),27,9.09539240548761,19.1942298938442,0.5,0.99,Pooled Estimate
320,Des243,Superiority,4,1-Sided,0.025,0.0161813881709575,0.510402438546728,1,Equal,LD (OF),LD (OF) (NB),20,7.54918742276826,13.4826556726104,0.1,0.59,Pooled Estimate
321,Des244,Superiority,4,1-Sided,0.025,0.0161102020984503,0.50629943039766,1,Equal,LD (OF),LD (OF) (NB),22,8.4189187488823,14.7337673251304,0.3,0.79,Pooled Estimate
322,Des245,Superiority,4,1-Sided,0.025,0.0161188848588669,0.520476027762351,1,Equal,LD (OF),LD (OF) (NB),17,6.48137918429632,11.6067011870241,0.5,0.99,Pooled Estimate
323,Des246,Superiority,4,1-Sided,0.05,0.0343856099951896,0.529437097926038,1,Equal,LD (OF),LD (OF) (NB),17,7.15615883220783,11.3308960649984,0.3,0.79,Pooled Estimate
324,Des247,Superiority,4,1-Sided,0.005,0.00398126085705026,0.812102801205282,1,Equal,LD (OF),LD (OF) (NB),46,20.1061668062254,37.3255866496522,0.1,0.59,Pooled Estimate
325,Des248,Superiority,4,1-Sided,0.005,0.00396651842944693,0.801046434486762,1,Equal,LD (OF),LD (OF) (NB),50,21.7420875531956,40.4117660594916,0.3,0.79,Pooled Estimate
326,Des249,Superiority,4,1-Sided,0.005,0.00393332360882368,0.811501475993914,1,Equal,LD (OF),LD (OF) (NB),38,16.3212667631108,31.0245641486055,0.5,0.99,Pooled Estimate
327,Des250,Superiority,4,1-Sided,0.025,0.0206156332964278,0.805176156492799,1,Equal,LD (OF),LD (OF) (NB),31,15.500675533171,23.8686364268001,0.1,0.59,Pooled Estimate
328,Des251,Superiority,4,1-Sided,0.025,0.0208511081842064,0.815452241231199,1,Equal,LD (OF),LD (OF) (NB),35,17.807406263576,26.8637183750005,0.3,0.79,Pooled Estimate
329,Des252,Superiority,4,1-Sided,0.025,0.0203440040835545,0.811212449924347,1,Equal,LD (OF),LD (OF) (NB),26,12.7519724492945,20.2349915567794,0.5,0.99,Pooled Estimate
330,Des253,Superiority,4,1-Sided,0.05,0.0419644761665804,0.807774057188012,1,Equal,LD (OF),LD (OF) (NB),25,13.6031006338895,18.6188867859679,0.1,0.59,Pooled Estimate
331,Des254,Superiority,4,1-Sided,0.05,0.0424136755814153,0.814483897119559,1,Equal,LD (OF),LD (OF) (NB),28,15.22085616514,20.8645638885714,0.3,0.79,Pooled Estimate
332,Des255,Superiority,4,1-Sided,0.05,0.0417972394804882,0.817104564138509,1,Equal,LD (OF),LD (OF) (NB),21,11.4076810729154,15.735818479513,0.5,0.99,Pooled Estimate
333,Des256,Superiority,4,1-Sided,0.1,0.0867486146209109,0.817271903878118,1,Equal,LD (OF),LD (OF) (NB),19,11.0237764359659,13.5122930767492,0.1,0.59,Pooled Estimate
334,Des257,Superiority,4,1-Sided,0.1,0.086638411988469,0.813874502748518,1,Equal,LD (OF),LD (OF) (NB),21,12.3873537499479,14.9258447052552,0.3,0.79,Pooled Estimate
335,Des258,Superiority,4,1-Sided,0.005,0.00433001313161063,0.907855071629803,1,Equal,LD (OF),LD (OF) (NB),55,27.5511208985001,43.9914352322767,0.1,0.59,Pooled Estimate
336,Des259,Superiority,4,1-Sided,0.005,0.00431626943899881,0.901011050591621,1,Equal,LD (OF),LD (OF) (NB),60,29.9573486960943,48.0730851861033,0.3,0.79,Pooled Estimate
337,Des260,Superiority,4,1-Sided,0.005,0.00426424985018891,0.904749478929772,1,Equal,LD (OF),LD (OF) (NB),45,22.3688822313171,36.2896730770238,0.5,0.99,Pooled Estimate
338,Des261,Superiority,4,1-Sided,0.025,0.0221379715914154,0.906952082253577,1,Equal,LD (OF),LD (OF) (NB),39,21.9511444795123,29.3521087942396,0.1,0.59,Pooled Estimate
339,Des262,Superiority,4,1-Sided,0.025,0.0221772703208173,0.90463249400867,1,Equal,LD (OF),LD (OF) (NB),43,24.2824119807165,32.2883623871689,0.3,0.79,Pooled Estimate
340,Des263,Superiority,4,1-Sided,0.025,0.0219299069493438,0.906913358291359,1,Equal,LD (OF),LD (OF) (NB),32,17.7727216032846,24.4043384507678,0.5,0.99,Pooled Estimate
341,Des264,Superiority,4,1-Sided,0.05,0.0447934582905332,0.906704956379599,1,Equal,LD (OF),LD (OF) (NB),32,19.1413135844569,23.284761988688,0.1,0.59,Pooled Estimate
342,Des265,Superiority,4,1-Sided,0.05,0.0448634344883534,0.902146053529852,1,Equal,LD (OF),LD (OF) (NB),35,20.9071351671903,25.3309420272662,0.3,0.79,Pooled Estimate
343,Des266,Superiority,4,1-Sided,0.05,0.0441314193257911,0.902967791786106,1,Equal,LD (OF),LD (OF) (NB),26,15.1544147343135,19.1604630362607,0.5,0.99,Pooled Estimate
344,Des267,Superiority,4,1-Sided,0.1,0.0908990495219145,0.907627313393812,1,Equal,LD (OF),LD (OF) (NB),25,16.0059557273686,17.241387863439,0.1,0.59,Pooled Estimate
345,Des268,Superiority,4,1-Sided,0.1,0.0911100428197124,0.900794757323163,1,Equal,LD (OF),LD (OF) (NB),27,17.1024083073086,18.5763021429902,0.3,0.79,Pooled Estimate
346,Des269,Superiority,4,1-Sided,0.1,0.0901850989028677,0.903020156553786,1,Equal,LD (OF),LD (OF) (NB),20,12.5003928464648,13.9733603932377,0.5,0.99,Pooled Estimate
347,Des270,Superiority,4,1-Sided,0.005,0.00474520726271157,0.99045464800779,1,Equal,LD (OF),LD (OF) (NB),81,48.9196781128663,57.6402561036373,0.1,0.59,Pooled Estimate
348,Des271,Superiority,4,1-Sided,0.005,0.00475216706433734,0.9903385618335,1,Equal,LD (OF),LD (OF) (NB),90,54.5565890274587,64.0522627802819,0.3,0.79,Pooled Estimate
349,Des272,Superiority,4,1-Sided,0.005,0.0047136131413869,0.990355223723344,1,Equal,LD (OF),LD (OF) (NB),66,39.2701167027341,47.8047397561564,0.5,0.99,Pooled Estimate
350,Des273,Superiority,4,1-Sided,0.025,0.0239323374406906,0.990893420581871,1,Equal,LD (OF),LD (OF) (NB),62,41.3655705832218,40.8047606368836,0.1,0.59,Pooled Estimate
351,Des274,Superiority,4,1-Sided,0.025,0.023996934801495,0.990836670456477,1,Equal,LD (OF),LD (OF) (NB),69,46.1814426862259,45.0399161028558,0.3,0.79,Pooled Estimate
352,Des275,Superiority,4,1-Sided,0.025,0.0237915250723461,0.990443480360448,1,Equal,LD (OF),LD (OF) (NB),50,32.8966662445674,33.4070424939654,0.5,0.99,Pooled Estimate
353,Des276,Superiority,4,1-Sided,0.05,0.0481162445931113,0.990760629041955,1,Equal,LD (OF),LD (OF) (NB),53,36.9871815576589,33.2185182114452,0.1,0.59,Pooled Estimate
354,Des277,Superiority,4,1-Sided,0.05,0.0482758788311169,0.990716804289493,1,Equal,LD (OF),LD (OF) (NB),59,41.2918794809761,36.6748609876519,0.3,0.79,Pooled Estimate
355,Des278,Superiority,4,1-Sided,0.05,0.048019746763231,0.990957476042755,1,Equal,LD (OF),LD (OF) (NB),43,29.6314870917836,27.0907054693134,0.5,0.99,Pooled Estimate
356,Des279,Superiority,4,1-Sided,0.1,0.0969207208889244,0.991083332111183,1,Equal,LD (OF),LD (OF) (NB),44,32.2413267015141,25.7433506470211,0.1,0.59,Pooled Estimate
357,Des280,Superiority,4,1-Sided,0.1,0.0969628700075836,0.990852222667559,1,Equal,LD (OF),LD (OF) (NB),49,35.9498197931585,28.7145993524329,0.3,0.79,Pooled Estimate
358,Des281,Superiority,4,1-Sided,0.1,0.0965426824927039,0.990357749817993,1,Equal,LD (OF),LD (OF) (NB),35,25.2011952974873,20.7817745671479,0.5,0.99,Pooled Estimate
359,Des282,Superiority,4,1-Sided,0.245,0.229384659742051,0.906631085990791,1,Equal,LD (OF),LD (OF) (NB),17,11.4748207080192,10.5270014277239,0.3,0.79,Pooled Estimate
360,Des283,Superiority,4,1-Sided,0.245,0.239803056047826,0.990964294141278,1,Equal,LD (OF),LD (OF) (NB),31,23.1744267112285,15.5245144491662,0.1,0.59,Pooled Estimate
361,Des284,Superiority,4,1-Sided,0.245,0.23940709427695,0.989880224459173,1,Equal,LD (OF),LD (OF) (NB),34,25.511245802615,16.8836601900715,0.3,0.79,Pooled Estimate
362,Des285,Superiority,4,1-Sided,0.245,0.238738796321229,0.991059897635136,1,Equal,LD (OF),LD (OF) (NB),25,18.5443252203733,12.9679222011902,0.5,0.99,Pooled Estimate
